seller_name,Count_of_favs,total_sales,total_shop_reviews,shop_rating,years_active_with_Etsy,seller_return_policy,seller_return_time,seller_shipping_time,seller_responsivess
fleamarketEU,"381 Admirers","533 sales","(91)","4.8605","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
BlakeVintageShop,"22 Admirers","361 sales","(64)","4.8438","On Etsy since 2018","","","1 business day",""
CuesvintageNantiques,"9 Admirers","72 sales","(17)","4.9412","On Etsy since 2016","I gladly accept returns and cancellations","3 days of delivery","1–2 business days","within a few hours."
CiaraAndAdamAntiques,"448 Admirers","849 sales","(152)","4.9722","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
HollywoodBoulevard,"195 Admirers","622 sales","(140)","4.9444","On Etsy since 2015","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
HexenbesenShop,"291 Admirers","1,218 sales","(722)","4.9737","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
BEWAREWETPAINTUKShop,"240 Admirers","320 sales","(67)","4.8955","On Etsy since 2019","I gladly accept returns","14 days of delivery","3–5 business days","within a few hours."
UltimateMusicDirect,"27 Admirers","272 sales","(26)","4.7692","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
IanMajer,"2 Admirers","2 sales","","","On Etsy since 2020","","","","within a few hours."
TheVintageRRobbin,"183 Admirers","637 sales","(130)","4.9012","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
VintagDrims,"261 Admirers","376 sales","(81)","4.9615","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
VintageTIVO,"709 Admirers","561 sales","(163)","4.5313","On Etsy since 2016","I gladly accept exchanges","14 days of delivery","1–3 business days",""
SpottedDog1,"1814 Admirers","9,513 sales","(2116)","4.9618","On Etsy since 2013","I gladly accept cancellations","24 hours of purchase","1 business day","within a few hours."
GoingMarbyls,"76 Admirers","384 sales","(82)","4.9762","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
TheVintagePrincipal,"720 Admirers","4,949 sales","(1252)","4.9487","On Etsy since 2014","I gladly accept cancellations","before item has shipped","1–3 business days","within a few hours."
docblue48,"12 Admirers","9 sales","(2)","5","On Etsy since 2015","","","1–2 business days","within a few hours."
msvicwaas,"165 Admirers","284 sales","(87)","4.9722","On Etsy since 2012","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
BONETOWNMUSIC,"1 Admirer","3 sales","(1)","5","On Etsy since 2020","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
LovedOnceMoreVintage,"1101 Admirers","670 sales","(194)","5","On Etsy since 2013","I gladly accept returns","14 days of delivery","1 business day","within 24 hours."
PanchosPorch,"12487 Admirers","11,005 sales","(2976)","4.9698","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1–3 business days","within a few hours."
RareAntiquesShop,"247 Admirers","201 sales","(41)","4.8","On Etsy since 2015","","","1–3 business days","within 24 hours."
OldVintageRetroStore,"225 Admirers","617 sales","(127)","4.9767","On Etsy since 2014","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
PatsOldTimeyGoods,"","","","","On Etsy since 2019","","","1–2 business days",""
victoriacharlotte,"3327 Admirers","5,925 sales","(2158)","4.9846","On Etsy since 2009","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
Theeuropeanshop,"20 Admirers","77 sales","(10)","4.5714","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within 24 hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
ARTetMUSIC,"12 Admirers","8 sales","","","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
marci922,"243 Admirers","583 sales","(229)","5","On Etsy since 2008","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
FrenchVintageHeaven,"1188 Admirers","1,145 sales","(300)","4.9315","On Etsy since 2014","I gladly accept returns and exchanges","3 days of delivery","3–5 business days","within a few hours."
OurGardenGateGoods,"60 Admirers","430 sales","(124)","4.9775","On Etsy since 2017","","","1–2 business days","within a few hours."
OddBoyAntiques,"72 Admirers","112 sales","(19)","5","On Etsy since 2018","","","3–5 business days",""
MonsieurBrocanteur,"2528 Admirers","2,481 sales","(871)","4.9464","On Etsy since 2011","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
TheVintageofWorld,"287 Admirers","587 sales","(108)","4.62","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
JandMInspiredDesigns,"47 Admirers","118 sales","(38)","5","On Etsy since 2015","","","1–2 business days","within 24 hours."
DaisyMineTradingPost,"1130 Admirers","469 sales","(161)","5","On Etsy since 2016","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
MendezManor,"519 Admirers","570 sales","(129)","4.9615","On Etsy since 2015","I gladly accept returns","7 days of delivery","1–3 business days","within 24 hours."
HermannsAttic,"216 Admirers","422 sales","(87)","4.8974","On Etsy since 2014","","","1–3 business days","within 24 hours."
buffalohillfarms,"85 Admirers","252 sales","(58)","4.9565","On Etsy since 2013","I don't accept returns, exchanges, or cancellations","","1 business day","within 24 hours."
StreetBeater,"116 Admirers","488 sales","(149)","5","On Etsy since 2016","I don't accept returns, exchanges, or cancellations","","1–2 weeks","within a few hours."
Funkystuff13,"1141 Admirers","4,075 sales","(1030)","4.9564","On Etsy since 2012","I gladly accept cancellations","24 hours of purchase","1–3 business days","within a few hours."
VintagePisiShop,"328 Admirers","696 sales","(142)","4.9783","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
VintageDelftDesign,"10 Admirers","14 sales","(6)","4.8333","On Etsy since 2020","","","1 business day",""
rulentus,"4565 Admirers","585 sales","(136)","5","On Etsy since 2014","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within 24 hours."
VintageAndRarities,"132 Admirers","104 sales","(21)","4.875","On Etsy since 2017","","","3–5 business days","within 24 hours."
VintagePisiShop,"328 Admirers","696 sales","(142)","4.9783","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
VintageBulgariaBG,"10 Admirers","28 sales","(4)","5","On Etsy since 2019","I gladly accept cancellations","2 hours of purchase","1–2 business days","within 24 hours."
7erHimmel,"168 Admirers","455 sales","(155)","4.9559","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
MustardseedByRose,"3 Admirers","7 sales","","","On Etsy since 2019","","","1–2 business days","within 24 hours."
thatetsyantiqueshop,"160 Admirers","715 sales","(99)","4.619","On Etsy since 2017","","","1 business day","within 24 hours."
518vintagegirl,"34 Admirers","45 sales","(15)","4.8667","On Etsy since 2019","I gladly accept exchanges and cancellations","3 days of delivery","1–3 business days","within a few hours."
BitakaVintage,"1052 Admirers","2,258 sales","(512)","4.9083","On Etsy since 2015","","","1 business day","within a few hours."
BackinthepastShop,"220 Admirers","153 sales","(30)","4.7","On Etsy since 2018","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within 24 hours."
AsWeSeeIt,"271 Admirers","1,373 sales","(384)","4.9649","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
EmmaGraceCollectible,"77 Admirers","63 sales","","5","On Etsy since 2014","","","3–5 business days","within 24 hours."
TheRetroscope,"1512 Admirers","363 sales","(106)","5","On Etsy since 2013","I gladly accept returns and cancellations","7 days of delivery","1–3 business days","within 24 hours."
Picking2Repurpose,"182 Admirers","281 sales","(58)","5","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
nodemo,"2611 Admirers","4,463 sales","(886)","4.9444","On Etsy since 2006","I don't accept returns, exchanges, or cancellations","","1–2 business days","within 24 hours."
CastleSalvageFinds,"435 Admirers","559 sales","(108)","4.8654","On Etsy since 2017","I gladly accept cancellations","24 hours of purchase","3–5 business days","within 24 hours."
FiddleDeeDooDah,"943 Admirers","2,013 sales","(584)","4.9904","On Etsy since 2017","I gladly accept returns","14 days of delivery","1–3 business days","within a few hours."
TheVintageofWorld,"287 Admirers","587 sales","(108)","4.62","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within 24 hours."
ARTetMUSIC,"12 Admirers","8 sales","","","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
victoriacharlotte,"3327 Admirers","5,925 sales","(2158)","4.9846","On Etsy since 2009","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
Harmony4Life,"1387 Admirers","893 sales","(123)","5","On Etsy since 2012","I gladly accept returns and exchanges","14 days of delivery","3–5 business days",""
BensVintageItems,"550 Admirers","2,014 sales","(509)","4.8296","On Etsy since 2014","","","1–2 business days","within a few hours."
BONETOWNMUSIC,"1 Admirer","3 sales","(1)","5","On Etsy since 2020","I don't accept returns, exchanges, or cancellations","","1–3 business days",""
paperboyspaper,"177 Admirers","544 sales","(103)","5","On Etsy since 2013","","","1–3 business days","within 24 hours."
UltimateMusicDirect,"27 Admirers","272 sales","(26)","4.7692","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
EmyLittleShop,"238 Admirers","260 sales","(50)","4.8462","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
USSRtreasure,"14 Admirers","28 sales","(4)","5","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
CastleSalvageFinds,"435 Admirers","559 sales","(108)","4.8654","On Etsy since 2017","I gladly accept cancellations","24 hours of purchase","3–5 business days","within 24 hours."
TradeLineAntiques,"160 Admirers","80 sales","(29)","4.931","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
JunqueInTheTrunque,"2727 Admirers","2,100 sales","(736)","4.92","On Etsy since 2008","I gladly accept exchanges","5 days of delivery","3–5 business days","within a few hours."
AntiqueShack,"765 Admirers","1,629 sales","(432)","4.8929","On Etsy since 2010","","","1–2 business days",""
nodemo,"2611 Admirers","4,463 sales","(886)","4.9444","On Etsy since 2006","I don't accept returns, exchanges, or cancellations","","1–2 business days","within 24 hours."
AllCuriosities,"246 Admirers","2,039 sales","(432)","4.9069","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–2 business days","within a few hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1–2 business days","within a few hours."
TheVintageSense,"329 Admirers","403 sales","(67)","5","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1–3 business days","within a few hours."
VintageStarrBeads,"9363 Admirers","23,283 sales","(10627)","4.9829","On Etsy since 2009","I gladly accept returns and cancellations","7 days of delivery","1–2 business days","within a few hours."
